Car_Brand,Car_Name,Year,Selling_Price,Km_Driven,Fuel,Seller_Type,Transmission,Owner
Datsun,GO,2014,250000,58000,Petrol,Individual,Manual,First Owner
Chevrolet,Spark,2010,78692,80000,Petrol,Individual,Manual,Second Owner
Hyundai,i20,2012,350000,80000,Diesel,Individual,Manual,First Owner
Maruti,Wagon,2013,250000,70000,Petrol,Individual,Manual,Second Owner
Hyundai,i20,2011,260000,97700,Petrol,Individual,Manual,Fourth & Above Owner
Honda,Mobilio,2016,640000,36000,Diesel,Individual,Manual,Second Owner
Tata,New,2008,220000,90000,Diesel,Individual,Manual,Second Owner
Volkswagen,Vento,2015,465000,130000,Diesel,Individual,Manual,First Owner
Maruti,Swift,2010,229999,120000,Diesel,Individual,Manual,Second Owner
Maruti,Wagon,2018,425000,15000,Petrol,Individual,Manual,First Owner
Tata,Indica,2008,95000,120000,Petrol,Individual,Manual,Third Owner
Datsun,RediGO,2016,229999,37500,Petrol,Individual,Manual,Second Owner
Maruti,Grand,2007,479000,145000,Petrol,Individual,Manual,Third Owner
Hyundai,EON,2016,340000,30000,Petrol,Individual,Manual,First Owner
Maruti,Swift,2016,620000,35000,Petrol,Individual,Manual,First Owner
Tata,Manza,2012,270000,60000,Diesel,Individual,Manual,First Owner
Tata,Tiago,2018,400000,35000,Diesel,Individual,Manual,First Owner
Maruti,Wagon,2015,260000,40000,Petrol,Individual,Manual,First Owner
Hyundai,Santro,2003,48000,50000,Petrol,Individual,Manual,Fourth & Above Owner
Tata,Nano,2015,100000,23800,Petrol,Individual,Manual,Second Owner
Nissan,Terrano,2015,490000,70000,Diesel,Individual,Manual,First Owner
Maruti,Wagon,2010,120000,90000,LPG,Individual,Manual,Second Owner
Hyundai,i10,2008,125000,102000,Petrol,Individual,Manual,Second Owner
Maruti,Alto,2019,190000,5000,Petrol,Individual,Manual,First Owner
Fiat,Linea,2011,500000,20000,Petrol,Individual,Manual,First Owner
Honda,Civic,2008,320000,90000,Petrol,Individual,Manual,First Owner
Honda,Civic,2007,250000,47000,Petrol,Dealer,Automatic,First Owner
Ford,Figo,2010,105000,90000,Diesel,Individual,Manual,Third Owner
Hyundai,i20,2018,550000,20000,Petrol,Individual,Manual,First Owner
Hyundai,Grand,2019,600000,1100,Petrol,Individual,Automatic,First Owner
Maruti,Alto,2020,210000,40000,Petrol,Individual,Manual,First Owner
Maruti,Alto,2012,210000,15000,Petrol,Individual,Manual,First Owner
Maruti,Alto,2009,150000,40000,Petrol,Individual,Manual,First Owner
Hyundai,i10,2008,125000,60000,Petrol,Individual,Manual,First Owner
Maruti,Celerio,2016,380000,20000,Petrol,Individual,Manual,First Owner
Maruti,Baleno,2019,600000,5000,Petrol,Individual,Manual,First Owner
Maruti,Swift,2016,490000,27000,Petrol,Individual,Manual,First Owner
Maruti,Swift,2018,545000,38000,Diesel,Individual,Manual,Second Owner
Maruti,Wagon,2015,250000,25000,Petrol,Individual,Manual,First Owner
Hyundai,Venue,2020,1050000,1100,Petrol,Individual,Manual,First Owner
Maruti,Wagon,2007,100000,100000,Petrol,Individual,Manual,First Owner
Ford,Figo,2014,250000,100000,Diesel,Individual,Manual,Second Owner
Maruti,Wagon,2007,100000,110000,Petrol,Individual,Manual,First Owner
Ford,Figo,2016,350000,60000,Diesel,Individual,Manual,Second Owner
Renault,Duster,2012,370000,70000,Diesel,Individual,Manual,Second Owner
Maruti,Zen,2004,121000,110000,Petrol,Individual,Manual,Second Owner
Ford,Figo,2017,570000,44077,Petrol,Dealer,Automatic,First Owner
Maruti,Ertiga,2017,785000,24000,Diesel,Individual,Manual,First Owner
Maruti,Ciaz,2018,850000,30000,Diesel,Individual,Manual,First Owner
Maruti,Wagon,2016,375000,30000,Petrol,Individual,Manual,Second Owner
Maruti,Baleno,2017,619000,40000,Petrol,Individual,Manual,First Owner
Chevrolet,Cruze,2011,335000,90000,Diesel,Individual,Manual,Second Owner
Toyota,Innova,2006,500000,50000,Diesel,Individual,Manual,First Owner
Maruti,Wagon,2003,60000,100000,Petrol,Individual,Manual,Second Owner
Tata,Indigo,2013,270000,70000,Diesel,Individual,Manual,Second Owner
Maruti,Wagon,2010,225000,100000,Petrol,Individual,Manual,Second Owner
Maruti,SX4,2011,150000,160000,Petrol,Individual,Manual,Second Owner
Chevrolet,Beat,2013,173000,70000,Diesel,Individual,Manual,First Owner
Volkswagen,Vento,2017,710000,110000,Diesel,Individual,Automatic,First Owner
Maruti,Baleno,2017,550000,20000,Petrol,Individual,Manual,First Owner
Maruti,800,2008,58000,70000,Petrol,Individual,Manual,Second Owner
Audi,A4,2012,1200000,60000,Petrol,Individual,Automatic,Third Owner
Mahindra,Scorpio,2013,500000,150000,Diesel,Individual,Manual,First Owner
Maruti,Swift,2009,120000,83000,Petrol,Individual,Manual,Second Owner
Hyundai,EON,2018,300000,30000,Petrol,Individual,Manual,First Owner
Datsun,GO,2015,295000,21000,Petrol,Individual,Manual,First Owner
Maruti,Ertiga,2018,587000,80000,CNG,Individual,Manual,First Owner
Ambassador,Grand,2012,430000,50000,Petrol,Individual,Manual,Second Owner
Hyundai,Verna,2007,123000,50000,Petrol,Individual,Manual,Second Owner
Skoda,Laura,2012,450000,48500,Diesel,Individual,Automatic,Second Owner
Maruti,Wagon,2007,130000,60000,Petrol,Individual,Manual,Third Owner
Tata,Indica,2010,110000,90000,Diesel,Individual,Manual,Second Owner
Hyundai,Grand,2015,320000,70000,Petrol,Individual,Manual,Second Owner
Maruti,Wagon,2014,300000,50000,Petrol,Individual,Manual,First Owner
Volkswagen,CrossPolo,2016,350000,110000,Petrol,Individual,Manual,First Owner
Maruti,Ertiga,2018,800000,50000,Petrol,Individual,Manual,First Owner
Hyundai,i20,2017,540000,60000,Petrol,Individual,Manual,First Owner
Maruti,Wagon,2011,160000,60000,CNG,Individual,Manual,Second Owner
Maruti,SX4,2013,340000,100000,Diesel,Individual,Manual,Second Owner
Maruti,Eeco,2017,350000,40000,Petrol,Individual,Manual,Second Owner
Volkswagen,Vento,2011,300000,100000,Diesel,Individual,Manual,First Owner
Maruti,Ritz,2013,330000,63000,Diesel,Individual,Manual,First Owner
Maruti,Wagon,2016,325000,80000,CNG,Individual,Manual,Second Owner
Maruti,Swift,2013,250000,55000,Diesel,Individual,Manual,First Owner
Maruti,Swift,2013,250000,55000,Diesel,Individual,Manual,First Owner
Chevrolet,Beat,2015,240000,60000,Petrol,Individual,Manual,First Owner
Hyundai,Grand,2020,545000,5000,Petrol,Individual,Manual,First Owner
Hyundai,i10,2015,300000,48000,Petrol,Dealer,Manual,First Owner
Renault,KWID,2017,240000,50000,Petrol,Individual,Manual,First Owner
Renault,KWID,2018,360000,15000,Petrol,Individual,Manual,First Owner
Hyundai,i20,2012,250000,70000,Diesel,Individual,Manual,First Owner
Skoda,Laura,2019,475000,105000,Diesel,Dealer,Automatic,First Owner
Hyundai,i20,2016,600000,50000,Diesel,Individual,Manual,Second Owner
Tata,Indigo,2010,150000,80000,Diesel,Individual,Manual,Second Owner
Ford,EcoSport,2017,700000,50000,Diesel,Individual,Manual,First Owner
Maruti,Celerio,2018,500000,10000,Petrol,Individual,Automatic,First Owner
Hyundai,Santro,2012,193000,45000,Petrol,Individual,Manual,Second Owner
Honda,City,2015,800000,10000,Petrol,Individual,Manual,First Owner
Maruti,Wagon,2008,150000,50000,Petrol,Individual,Manual,First Owner
Maruti,800,2002,80000,40000,Petrol,Individual,Manual,Fourth & Above Owner
Ford,Figo,2010,130000,100000,Diesel,Individual,Manual,Third Owner
Ford,Figo,2012,280000,80000,Diesel,Individual,Manual,Second Owner
Mahindra,Xylo,2011,229999,110000,Diesel,Individual,Manual,Second Owner
Maruti,Zen,2008,80000,120000,Petrol,Individual,Manual,First Owner
Tata,Nano,2010,70000,10000,Petrol,Individual,Manual,First Owner
Maruti,Ritz,2013,240000,60000,Diesel,Individual,Manual,Second Owner
Mahindra,Xylo,2010,380000,72000,Diesel,Individual,Manual,Second Owner
Hyundai,Santro,2006,80000,110000,Petrol,Individual,Manual,First Owner
Hyundai,i10,2013,265000,50000,Petrol,Individual,Manual,First Owner
Hyundai,EON,2018,320000,25000,Petrol,Individual,Manual,First Owner
Nissan,Terrano,2014,500000,120000,Diesel,Individual,Manual,Third Owner
Mahindra,XUV500,2014,600000,80000,Diesel,Individual,Manual,Second Owner
Tata,Tiago,2018,420000,80000,Petrol,Individual,Manual,First Owner
Maruti,Zen,2009,140000,120000,Petrol,Individual,Manual,First Owner
Skoda,Laura,2010,300000,100000,Diesel,Individual,Manual,Second Owner
Hyundai,Santro,2006,100000,60000,Petrol,Dealer,Manual,Second Owner
Maruti,Alto,2017,350000,25000,Petrol,Dealer,Manual,First Owner
Ford,EcoSport,2018,850000,19000,Petrol,Dealer,Manual,First Owner
Maruti,Alto,2008,140000,54000,Petrol,Dealer,Manual,First Owner
Ford,Aspire,2015,550000,17100,Petrol,Dealer,Manual,Second Owner
Hyundai,Grand,2017,525000,19000,Petrol,Dealer,Automatic,First Owner
Ford,Ecosport,2015,470000,146000,Diesel,Dealer,Manual,First Owner
Ford,Endeavour,2013,900000,98000,Diesel,Dealer,Automatic,First Owner
Renault,Duster,2017,800000,50000,Diesel,Individual,Manual,First Owner
Datsun,RediGO,2017,250000,15000,Petrol,Individual,Manual,First Owner
Maruti,Ignis,2018,700000,25000,Petrol,Individual,Automatic,First Owner
Tata,Nexon,2019,800000,25000,Diesel,Individual,Manual,First Owner
Mahindra,XUV500,2013,660000,69000,Diesel,Individual,Manual,First Owner
Maruti,Swift,2015,465000,60000,Diesel,Individual,Manual,Third Owner
Maruti,Swift,2017,600000,66000,Diesel,Individual,Manual,Third Owner
Ford,Fiesta,2010,150000,110000,Petrol,Individual,Manual,First Owner
Hyundai,Verna,2014,450000,78000,Diesel,Individual,Manual,Second Owner
Hyundai,Elite,2019,721000,10000,Petrol,Individual,Manual,First Owner
Maruti,Swift,2018,300000,35000,Petrol,Individual,Manual,First Owner
Mahindra,Scorpio,2019,1000000,10000,Diesel,Individual,Manual,First Owner
Renault,KWID,2016,300000,40000,Petrol,Individual,Manual,First Owner
Mahindra,Scorpio,2013,450000,120000,Diesel,Individual,Manual,First Owner
Ford,Figo,2017,545000,40000,Diesel,Individual,Manual,First Owner
Honda,Amaze,2018,844999,20000,Diesel,Individual,Manual,First Owner
Skoda,Rapid,2016,700000,93000,Diesel,Individual,Manual,First Owner
Toyota,Etios,2016,650000,159000,Diesel,Individual,Manual,First Owner
Ford,Ecosport,2014,525000,75000,Diesel,Individual,Manual,Second Owner
Ford,Fiesta,2006,110000,101100,Diesel,Individual,Manual,Third Owner
Tata,Indica,2011,180000,66000,Diesel,Individual,Manual,First Owner
Hyundai,i10,2012,280000,30000,Petrol,Individual,Manual,Second Owner
Renault,KWID,2019,400000,10000,Petrol,Individual,Manual,First Owner
Mahindra,XUV500,2012,625000,126000,Diesel,Individual,Manual,Second Owner
Volkswagen,Vento,2015,535000,70000,Diesel,Individual,Manual,First Owner
Maruti,Swift,2017,459999,50000,Diesel,Individual,Manual,First Owner
Mahindra,Bolero,2010,300000,100000,Diesel,Individual,Manual,First Owner
Honda,Civic,2007,280000,60000,Petrol,Individual,Automatic,First Owner
Honda,Mobilio,2014,500000,70000,Petrol,Individual,Manual,First Owner
Hyundai,Creta,2019,1200000,1200,Petrol,Individual,Manual,First Owner
Hyundai,i10,2011,180000,134444,Petrol,Individual,Automatic,Second Owner
Maruti,Alto,2009,78000,120000,Petrol,Individual,Manual,Second Owner
Nissan,Micra,2011,160000,120000,Diesel,Individual,Manual,First Owner
Maruti,Wagon,2008,110000,100000,Petrol,Individual,Manual,Second Owner
Mahindra,Bolero,2011,450000,110000,Diesel,Individual,Manual,Second Owner
Honda,City,2003,120000,165000,Petrol,Individual,Manual,Second Owner
Honda,BR-V,2018,1040000,42000,Diesel,Individual,Manual,First Owner
Hyundai,Grand,2014,390000,70000,Diesel,Individual,Manual,Second Owner
Tata,Nano,2011,65000,60000,Petrol,Individual,Manual,Second Owner
Volkswagen,Polo,2013,320000,115000,Diesel,Individual,Manual,Third Owner
Volkswagen,Ameo,2017,720000,70000,Diesel,Individual,Manual,First Owner
Maruti,Swift,2007,220000,80000,Petrol,Individual,Manual,Second Owner
Maruti,Wagon,2011,225000,65000,Petrol,Dealer,Manual,First Owner
Tata,Manza,2010,200000,150000,Diesel,Individual,Manual,Second Owner
Toyota,Etios,2015,434999,75000,Diesel,Dealer,Manual,Second Owner
Ford,Figo,2012,300000,63700,Diesel,Individual,Manual,First Owner
Honda,Amaze,2018,700000,74800,Diesel,Individual,Manual,First Owner
Ford,Endeavour,2009,500000,105000,Diesel,Individual,Manual,Second Owner
Renault,Duster,2016,500000,40000,Diesel,Individual,Manual,First Owner
Maruti,Ritz,2016,400000,90000,Diesel,Individual,Manual,Second Owner
Toyota,Corolla,2015,825000,75000,Diesel,Dealer,Manual,Second Owner
Maruti,Swift,2018,720000,15000,Diesel,Individual,Manual,First Owner
Maruti,800,2009,110000,30000,Petrol,Individual,Manual,Second Owner
Mahindra,Scorpio,2014,600000,100000,Diesel,Individual,Manual,Second Owner
Mahindra,Scorpio,2009,275000,155000,Diesel,Individual,Automatic,Third Owner
Hyundai,i20,2017,740000,60000,Diesel,Individual,Manual,First Owner
Maruti,Baleno,2017,800000,90000,Diesel,Individual,Manual,First Owner
Hyundai,Verna,2019,1100000,100000,Diesel,Individual,Manual,First Owner
BMW,X1,2012,750000,100000,Diesel,Individual,Automatic,Second Owner
Maruti,Alto,2012,200000,90000,Petrol,Individual,Manual,Second Owner
Tata,Spacio,2009,210000,75000,Diesel,Individual,Manual,First Owner
Maruti,Swift,2009,270000,120000,Diesel,Individual,Manual,Second Owner
Toyota,Etios,2016,630000,90000,Diesel,Individual,Manual,Second Owner
Hyundai,Xcent,2015,375000,55000,Petrol,Individual,Manual,First Owner
Mahindra,Xylo,2010,300000,70000,Diesel,Individual,Manual,First Owner
Mahindra,Bolero,2016,580000,95000,Diesel,Individual,Manual,Second Owner
Hyundai,Verna,2014,550000,50000,Diesel,Individual,Manual,First Owner
Maruti,Ciaz,2016,750000,50000,Diesel,Individual,Manual,First Owner
Maruti,Omni,2014,250000,60516,Petrol,Individual,Manual,First Owner
Mercedes-Benz,E-Class,2007,900000,76731,Diesel,Dealer,Automatic,First Owner
Maruti,Swift,2016,685000,64000,Diesel,Dealer,Manual,First Owner
Maruti,Swift,2014,540000,65000,Diesel,Dealer,Manual,First Owner
Honda,City,2018,1165000,13000,Petrol,Dealer,Automatic,Test Drive Car
Ford,Ecosport,2014,610000,77000,Diesel,Dealer,Manual,First Owner
Hyundai,EON,2011,254999,24000,Petrol,Dealer,Manual,First Owner
Nissan,Micra,2014,280000,63840,Petrol,Dealer,Manual,First Owner
Tata,Tiago,2017,370000,25000,Petrol,Individual,Manual,First Owner
Tata,New,2011,459999,76400,Diesel,Individual,Manual,Second Owner
Fiat,Linea,2011,190000,80000,Diesel,Individual,Manual,Third Owner
Fiat,Punto,2010,165000,100000,Petrol,Individual,Manual,Fourth & Above Owner
Ford,EcoSport,2017,710000,40000,Diesel,Individual,Manual,First Owner
Hyundai,Creta,2018,1200000,15000,Petrol,Individual,Manual,First Owner
Maruti,Zen,2011,229999,70000,Petrol,Individual,Manual,First Owner
Renault,KWID,2018,310000,15000,Petrol,Individual,Manual,First Owner
Maruti,Wagon,2015,320000,40000,Petrol,Individual,Manual,First Owner
Maruti,800,2006,100000,54000,Petrol,Individual,Manual,First Owner
Hyundai,Verna,2009,160000,90000,Diesel,Individual,Manual,First Owner
Maruti,800,2007,60000,52000,Petrol,Individual,Manual,First Owner
Chevrolet,Beat,2016,350000,35000,Diesel,Individual,Manual,Second Owner
Renault,Duster,2017,700000,60000,Diesel,Individual,Manual,First Owner
Maruti,Alto,2017,300000,31489,Petrol,Individual,Manual,First Owner
Hyundai,i20,2018,830000,40000,Diesel,Individual,Manual,First Owner
Hyundai,Verna,2010,229999,70000,Petrol,Individual,Manual,First Owner
Hyundai,i20,2013,400000,100000,Diesel,Individual,Manual,First Owner
Maruti,Gypsy,2005,300000,70000,Petrol,Individual,Manual,Second Owner
Ford,Figo,2013,300000,50000,Diesel,Individual,Manual,First Owner
Maruti,800,2008,80000,50000,Petrol,Individual,Manual,Second Owner
Maruti,Esteem,2007,100000,90000,Petrol,Individual,Manual,Second Owner
Tata,Indica,2012,300000,110000,Diesel,Individual,Manual,First Owner
Maruti,Baleno,2018,700000,26000,Petrol,Individual,Automatic,First Owner
Maruti,Vitara,2016,975000,65000,Diesel,Individual,Manual,First Owner
Chevrolet,Captiva,2009,500000,130000,Diesel,Individual,Manual,First Owner
Renault,Duster,2013,550000,75000,Diesel,Individual,Manual,Second Owner
Nissan,Terrano,2014,550000,110000,Diesel,Individual,Manual,Second Owner
Maruti,Alto,2014,240000,50000,Petrol,Individual,Manual,First Owner
Tata,Indica,2009,120000,80000,Petrol,Individual,Manual,Second Owner
Maruti,Alto,2013,900000,60000,Petrol,Individual,Manual,Second Owner
Honda,City,2009,250000,90000,Petrol,Individual,Manual,Second Owner
Renault,KWID,2017,280000,36000,Petrol,Individual,Manual,First Owner
Tata,Indica,2010,85000,87000,Diesel,Individual,Manual,First Owner
Tata,Indica,2011,90000,80000,Diesel,Individual,Manual,First Owner
Chevrolet,Enjoy,2015,500000,50000,Diesel,Individual,Manual,First Owner
Maruti,800,2013,200000,60000,Petrol,Individual,Manual,First Owner
Renault,KWID,2015,250000,50000,Petrol,Individual,Manual,First Owner
Maruti,Swift,2014,185000,40000,Diesel,Individual,Manual,Third Owner
Hyundai,i10,2008,100000,60000,Petrol,Individual,Manual,Second Owner
Toyota,Etios,2015,610000,55000,Diesel,Individual,Manual,First Owner
Mahindra,Quanto,2012,290000,80000,Diesel,Individual,Manual,First Owner
Hyundai,EON,2015,225000,80000,Petrol,Individual,Manual,First Owner
Maruti,Alto,2017,320000,50000,Petrol,Individual,Manual,Second Owner
Tata,Indigo,2012,135000,158000,Diesel,Individual,Manual,Third Owner
Nissan,Sunny,2016,600000,19495,Petrol,Dealer,Manual,First Owner
Renault,Duster,2013,570000,62668,Diesel,Dealer,Manual,First Owner
Mahindra,XUV500,2013,850000,85710,Diesel,Dealer,Manual,First Owner
Ford,Figo,2011,250000,55130,Diesel,Dealer,Manual,Second Owner
Ford,Ecosport,2014,580000,63356,Diesel,Dealer,Manual,Second Owner
Chevrolet,Spark,2010,180000,15000,Petrol,Individual,Manual,First Owner
Tata,Tiago,2017,300000,50000,Petrol,Individual,Manual,First Owner
Toyota,Etios,2012,269000,70000,Petrol,Individual,Manual,Second Owner
Maruti,Alto,2018,231999,20000,Petrol,Individual,Manual,First Owner
Chevrolet,Beat,2011,150000,60000,Petrol,Individual,Manual,Third Owner
Hyundai,Grand,2017,495000,5000,Petrol,Individual,Manual,First Owner
Maruti,Ciaz,2014,700000,15000,Petrol,Individual,Manual,First Owner
Datsun,GO,2018,400000,4400,Petrol,Individual,Manual,Second Owner
Mahindra,Xylo,2019,599000,15000,Diesel,Individual,Manual,Third Owner
Renault,Duster,2013,421000,45000,Diesel,Individual,Manual,First Owner
Ford,EcoSport,2018,841000,1000,Diesel,Individual,Manual,First Owner
Hyundai,i10,2014,295000,38500,Petrol,Individual,Manual,First Owner
Hyundai,i10,2011,220000,25000,Petrol,Individual,Manual,First Owner
Ford,Classic,2013,250000,35000,Diesel,Individual,Manual,First Owner
Toyota,Fortuner,2009,1100000,110000,Diesel,Individual,Manual,Second Owner
Hyundai,Verna,2012,300000,40000,Petrol,Individual,Manual,First Owner
Chevrolet,Aveo,2007,80000,110000,Petrol,Individual,Manual,Second Owner
Chevrolet,Beat,2013,215000,20000,Diesel,Individual,Manual,Third Owner
Hyundai,EON,2012,245000,14987,Petrol,Dealer,Manual,First Owner
Ford,EcoSport,2016,650000,25061,Diesel,Dealer,Manual,First Owner
Ford,Ecosport,2017,760000,42494,Diesel,Dealer,Manual,First Owner
Honda,Amaze,2014,395000,44875,Diesel,Dealer,Manual,First Owner
Ford,Figo,2014,280000,89741,Diesel,Dealer,Manual,Second Owner
Honda,Jazz,2016,495000,65000,Diesel,Dealer,Manual,First Owner
Honda,Jazz,2016,525000,35000,Diesel,Dealer,Manual,First Owner
Tata,New,2010,210000,34500,Diesel,Individual,Manual,First Owner
Hyundai,i20,2018,650000,30000,Petrol,Individual,Manual,First Owner
Ford,Freestyle,2019,525000,16000,Diesel,Individual,Manual,First Owner
Maruti,Wagon,2010,195000,80000,CNG,Individual,Manual,Second Owner
Maruti,Ertiga,2016,650000,60000,Diesel,Individual,Manual,First Owner
Mahindra,TUV,2015,540000,110000,Diesel,Individual,Manual,First Owner
Maruti,Alto,2014,180000,61000,Petrol,Individual,Manual,First Owner
Maruti,Ertiga,2018,980000,50000,Diesel,Individual,Manual,First Owner
Fiat,Grande,2014,250000,90000,Diesel,Individual,Manual,First Owner
Hyundai,Grand,2018,550000,35000,Petrol,Individual,Automatic,First Owner
Volkswagen,Vento,2015,509999,43000,Petrol,Individual,Manual,Second Owner
Maruti,Alto,2017,320000,50000,Petrol,Individual,Manual,First Owner
Hyundai,EON,2016,275000,25000,Petrol,Individual,Manual,First Owner
Maruti,Wagon,2009,145000,50000,Petrol,Individual,Manual,Second Owner
Fiat,Grande,2013,250000,80000,Diesel,Individual,Manual,First Owner
Hyundai,Verna,2012,520000,35000,Diesel,Individual,Manual,First Owner
Maruti,Alto,2007,95000,85000,Petrol,Individual,Manual,Second Owner
Toyota,Innova,2011,725000,110000,Diesel,Individual,Manual,Third Owner
Maruti,800,2006,55000,70000,Petrol,Individual,Manual,Second Owner
Honda,City,2014,600000,100000,Diesel,Individual,Manual,First Owner
Volkswagen,Vento,2013,330000,120000,Diesel,Individual,Manual,Second Owner
Maruti,Swift,2015,470000,89000,Diesel,Individual,Manual,First Owner
Maruti,Swift,2013,365000,120000,Diesel,Individual,Manual,First Owner
Hyundai,EON,2013,250000,40000,Petrol,Individual,Manual,Second Owner
Maruti,Wagon,2017,430000,17000,Petrol,Individual,Manual,First Owner
Maruti,Swift,2013,400000,125000,Diesel,Individual,Manual,Second Owner
Maruti,Swift,2015,615000,110000,Petrol,Individual,Manual,Second Owner
Ford,Figo,2011,150000,120000,Diesel,Individual,Manual,Second Owner
Ford,Figo,2014,240000,90000,Diesel,Individual,Manual,First Owner
Mahindra,Scorpio,2014,800000,90000,Diesel,Individual,Manual,First Owner
Hyundai,EON,2015,240000,110000,LPG,Individual,Manual,First Owner
Ford,Ecosport,2014,600000,87000,Diesel,Individual,Manual,Second Owner
Mahindra,Scorpio,2014,800000,15000,Diesel,Individual,Manual,First Owner
Ford,Fiesta,2012,350000,38000,Petrol,Individual,Manual,First Owner
Honda,City,2011,300000,64000,Petrol,Individual,Manual,Second Owner
Tata,Sumo,2015,399000,55250,Diesel,Individual,Manual,First Owner
Mahindra,Bolero,2011,300000,110000,Diesel,Individual,Manual,First Owner
Maruti,A-Star,2012,150000,70000,Petrol,Individual,Automatic,First Owner
Chevrolet,Cruze,2010,320000,60000,Diesel,Individual,Manual,Third Owner
Renault,KWID,2017,300000,13000,Petrol,Individual,Manual,Second Owner
Nissan,Terrano,2016,1000000,60000,Diesel,Individual,Manual,First Owner
Mitsubishi,Pajero,2012,1090000,120000,Diesel,Individual,Manual,Second Owner
Tata,New,2012,450000,97000,Diesel,Individual,Manual,Second Owner
Tata,Indica,2007,60000,130000,Petrol,Individual,Manual,Second Owner
Maruti,Swift,2013,500000,50000,Petrol,Individual,Manual,First Owner
Tata,Indigo,2012,200000,120000,Diesel,Individual,Manual,Second Owner
Maruti,Alto,2006,60000,100000,Petrol,Individual,Manual,Second Owner
Hyundai,Accent,2012,185000,67000,CNG,Dealer,Manual,Second Owner
Maruti,Alto,2015,155000,60000,Petrol,Individual,Manual,First Owner
Maruti,Swift,2019,600000,5000,Petrol,Individual,Manual,First Owner
Renault,KWID,2016,300000,20000,Petrol,Individual,Manual,First Owner
Hyundai,Creta,2018,850000,12500,Petrol,Individual,Manual,First Owner
Maruti,Eeco,2019,470000,4000,CNG,Individual,Manual,First Owner
Ford,Figo,2019,600000,25000,Petrol,Individual,Manual,First Owner
Toyota,Innova,2013,700000,70000,Diesel,Individual,Manual,Second Owner
Maruti,Wagon,2007,70000,162000,LPG,Individual,Manual,First Owner
Audi,A6,2008,650000,70000,Petrol,Individual,Automatic,Third Owner
Hyundai,Xcent,2018,450000,70000,Diesel,Individual,Manual,Second Owner
Mahindra,XUV500,2014,750000,100000,Diesel,Individual,Manual,Second Owner
Toyota,Innova,2013,775000,70000,Diesel,Individual,Manual,Second Owner
Honda,Amaze,2015,360000,80000,Petrol,Individual,Manual,Second Owner
Toyota,Corolla,2010,250000,120000,Diesel,Individual,Manual,First Owner
Nissan,Terrano,2013,600000,80000,Diesel,Individual,Manual,First Owner
Maruti,Alto,2010,120000,90000,Petrol,Individual,Manual,First Owner
Tata,New,2012,320000,140000,Diesel,Individual,Manual,Second Owner
Mahindra,Thar,2011,400000,120000,Diesel,Individual,Manual,Second Owner
Maruti,Swift,2015,302000,60000,Diesel,Individual,Manual,First Owner
Maruti,Swift,2014,150000,60000,Petrol,Individual,Manual,Second Owner
Tata,Indica,2012,200000,90000,Diesel,Individual,Manual,Second Owner
Hyundai,i20,2017,620000,65000,Petrol,Individual,Manual,First Owner
Toyota,Innova,2012,449000,90000,Diesel,Individual,Manual,First Owner
Maruti,Alto,2007,100000,70000,Petrol,Individual,Manual,First Owner
Hyundai,Grand,2018,600000,2500,Petrol,Individual,Manual,First Owner
Chevrolet,Beat,2012,250000,40000,Diesel,Individual,Manual,First Owner
Maruti,Baleno,2018,550000,63000,Petrol,Individual,Manual,First Owner
Skoda,Rapid,2014,360000,70000,Diesel,Individual,Manual,First Owner
Skoda,Superb,2012,650000,60000,Petrol,Dealer,Automatic,First Owner
Ford,Fiesta,2012,199000,92000,Diesel,Dealer,Manual,Third Owner
Mahindra,Quanto,2014,285000,89126,Diesel,Individual,Manual,First Owner
Volkswagen,Jetta,2009,260000,134000,Diesel,Individual,Automatic,First Owner
Maruti,Ciaz,2019,869999,15000,Petrol,Dealer,Automatic,First Owner
Hyundai,Grand,2016,425000,42500,Diesel,Dealer,Manual,First Owner
Chevrolet,Cruze,2012,490000,42000,Diesel,Dealer,Automatic,First Owner
Mahindra,XUV500,2015,750000,70000,Diesel,Individual,Automatic,Second Owner
Honda,City,2004,125000,110000,Petrol,Individual,Manual,Third Owner
Fiat,Linea,2014,221000,131365,Diesel,Individual,Manual,First Owner
Volkswagen,Vento,2016,724000,48980,Diesel,Dealer,Automatic,First Owner
Honda,Amaze,2014,440000,46000,Petrol,Dealer,Automatic,First Owner
Chevrolet,Spark,2009,70000,60000,Petrol,Individual,Manual,Third Owner
Maruti,Baleno,2015,511000,58000,Diesel,Dealer,Manual,First Owner
Maruti,S-Cross,2016,790000,22000,Diesel,Dealer,Manual,First Owner
Hyundai,i20,2017,640000,37000,Petrol,Individual,Manual,First Owner
Hyundai,Santro,2009,120000,70000,Petrol,Individual,Manual,Fourth & Above Owner
Chevrolet,Beat,2012,126000,98900,Diesel,Individual,Manual,Third Owner
Chevrolet,Beat,2012,120000,125000,Diesel,Individual,Manual,First Owner
Mahindra,TUV,2017,650000,60000,Diesel,Individual,Manual,First Owner
Hyundai,Grand,2014,450000,80000,Petrol,Individual,Manual,Second Owner
Maruti,Zen,2010,110000,80000,CNG,Individual,Manual,Fourth & Above Owner
Mahindra,Bolero,2017,600000,40000,Diesel,Individual,Manual,First Owner
Mahindra,XUV500,2012,620000,80000,Diesel,Individual,Manual,Second Owner
Ford,Ecosport,2014,600000,30000,Diesel,Individual,Manual,First Owner
